description,name,link,link_text,lng,lat
Site 6 (AOP/ozone + MAR),"Basel-Lange Erlen, CH (site 6)",http://www.aquanes-h2020.eu/Default.aspx?t=1663,http://www.aquanes-h2020.eu,7.609555,47.575478
